Subject,Description,Service,Impact,Status
Password reset requested for executive account EXT-2683,Batch imported ticket for Password reset requested for executive account EXT-2683. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-2683. User IP: 47.48.114.83,access,Medium,in_progress
User session timeout issue on mobile app version EXT-6183,Batch imported ticket for User session timeout issue on mobile app version EXT-6183. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-6183. User IP: 190.186.65.76,application,Medium,in_progress
Server cluster EXT-7577 high CPU usage warning,Batch imported ticket for Server cluster EXT-7577 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-7577. User IP: 109.192.7.181,infrastructure,Low,open
Unauthorized S3 bucket policy modification on EXT-9137,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-9137. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-9137. User IP: 36.20.234.60,security,High,in_progress
Database backup failure for instance EXT-7394 on S3,Batch imported ticket for Database backup failure for instance EXT-7394 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-7394. User IP: 46.121.229.223,database,Medium,in_progress
DNS resolution failure for internal host EXT-2617,Batch imported ticket for DNS resolution failure for internal host EXT-2617. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-2617. User IP: 87.12.173.41,network,Low,open
Role-based access change request for team EXT-6817,Batch imported ticket for Role-based access change request for team EXT-6817. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-6817. User IP: 159.204.43.99,access,Critical,resolved
Postgres slow query optimization needed for EXT-9840,Batch imported ticket for Postgres slow query optimization needed for EXT-9840. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-9840. User IP: 25.30.147.141,database,High,resolved
Credential stuffing attempt blocked on IP range EXT-5719.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-5719.0.0/16. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-5719. User IP: 44.37.148.47,security,Low,resolved
Connection pool exhaustion on microservice EXT-1265,Batch imported ticket for Connection pool exhaustion on microservice EXT-1265. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-1265. User IP: 66.135.125.21,database,High,open
User session timeout issue on mobile app version EXT-2911,Batch imported ticket for User session timeout issue on mobile app version EXT-2911. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-2911. User IP: 132.191.189.71,application,Low,in_progress
DNS resolution failure for internal host EXT-1668,Batch imported ticket for DNS resolution failure for internal host EXT-1668. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-1668. User IP: 73.62.195.189,network,Critical,resolved
VPN tunnel EXT-2731 status changed to Down,Batch imported ticket for VPN tunnel EXT-2731 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-2731. User IP: 120.150.124.45,network,Low,open
EFS mount failure on instance EXT-2092,Batch imported ticket for EFS mount failure on instance EXT-2092. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-2092. User IP: 109.175.164.34,storage,Low,in_progress
VPN tunnel EXT-9569 status changed to Down,Batch imported ticket for VPN tunnel EXT-9569 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-9569. User IP: 199.143.225.31,network,Low,open
Database backup failure for instance EXT-9268 on S3,Batch imported ticket for Database backup failure for instance EXT-9268 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-9268. User IP: 76.153.99.252,database,Critical,open
Wireless AP EXT-9292 offline in South Wing,Batch imported ticket for Wireless AP EXT-9292 offline in South Wing. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-9292. User IP: 243.218.216.90,network,Low,resolved
Password reset requested for executive account EXT-5041,Batch imported ticket for Password reset requested for executive account EXT-5041. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-5041. User IP: 122.226.124.130,access,High,in_progress
API Latency increased for /v1/products/list - EXT-8800,Batch imported ticket for API Latency increased for /v1/products/list - EXT-8800. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8800. User IP: 155.167.231.94,application,Low,in_progress
DNS resolution failure for internal host EXT-9310,Batch imported ticket for DNS resolution failure for internal host EXT-9310. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-9310. User IP: 126.230.101.43,network,Critical,resolved
EFS mount failure on instance EXT-4536,Batch imported ticket for EFS mount failure on instance EXT-4536. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-4536. User IP: 7.241.181.16,storage,Critical,in_progress
VPC Peering connection EXT-8441 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-8441 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-8441. User IP: 150.12.252.38,infrastructure,Critical,in_progress
Role-based access change request for team EXT-6770,Batch imported ticket for Role-based access change request for team EXT-6770. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-6770. User IP: 176.25.230.219,access,Medium,open
Database backup failure for instance EXT-9772 on S3,Batch imported ticket for Database backup failure for instance EXT-9772 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-9772. User IP: 69.98.25.224,database,Medium,in_progress
EFS mount failure on instance EXT-1347,Batch imported ticket for EFS mount failure on instance EXT-1347. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-1347. User IP: 37.78.79.103,storage,High,resolved
